Date,Close,Returns,vol,ewma,MA,ewma_2,VAR_EMWA,VAR_EMWA_2
2018-06-12,2786.85009765625,0.17433852107295866,0.17433852107295866,,,,,
2018-06-13,2775.6298828125,-0.4026127868587581,0.4026127868587581,,,,,
2018-06-14,2782.48999023438,0.24715497784340013,0.24715497784340013,,,,,
2018-06-15,2779.65991210938,-0.10171027155291279,0.10171027155291279,,,,,
2018-06-18,2773.75,-0.21261277624770036,0.21261277624770036,,,,,
2018-06-19,2762.59008789062,-0.40234022927012614,0.40234022927012614,,,,,
2018-06-20,2767.32006835938,0.17121542893725472,0.17121542893725472,,,,,
2018-06-21,2749.76000976562,-0.634551051558363,0.634551051558363,,,,,
2018-06-22,2754.8798828125,0.18619345065375992,0.18619345065375992,,,,,
2018-06-25,2717.07006835938,-1.372466897341429,1.372466897341429,,,,,
2018-06-26,2723.06005859375,0.22045770199761172,0.22045770199761172,,,,,
2018-06-27,2699.6298828125,-0.8604355128821406,0.8604355128821406,,,,,
2018-06-28,2716.31005859375,0.617868985946779,0.617868985946779,,,,,
2018-06-29,2718.3701171875,0.07584033300001014,0.07584033300001014,,,,,
2018-07-02,2726.7099609375,0.3067957412152822,0.3067957412152822,,,,,
2018-07-03,2713.21997070312,-0.4947350626812508,0.4947350626812508,,,,,
2018-07-05,2736.61010742188,0.8620803683933698,0.8620803683933698,,,,,
2018-07-06,2759.82006835938,0.8481281595267509,0.8481281595267509,,,,,
2018-07-09,2784.169921875,0.8822985887661616,0.8822985887661616,,,,,
2018-07-10,2793.84008789062,0.34732671808721527,0.34732671808721527,,,,,
2018-07-11,2774.02001953125,-0.7094202866254395,0.7094202866254395,,,,,
2018-07-12,2798.2900390625,0.8749042674663476,0.8749042674663476,,,,,
2018-07-13,2801.31005859375,0.10792374947172778,0.10792374947172778,,,,,
2018-07-16,2798.42993164062,-0.10281357268162594,0.10281357268162594,,,,,
2018-07-17,2809.55004882812,0.39736986307106203,0.39736986307106203,,,,,
2018-07-18,2815.6201171875,0.21605126279604647,0.21605126279604647,,,,,
2018-07-19,2804.48999023438,-0.3952993120477366,0.3952993120477366,,,,,
2018-07-20,2801.830078125,-0.09484477101512345,0.09484477101512345,,,,,
2018-07-23,2806.97998046875,0.18380494891383492,0.18380494891383492,,,,,
2018-07-24,2820.39990234375,0.4780911145920941,0.4780911145920941,,,,,
2018-07-25,2846.07006835938,0.9101605057601381,0.9101605057601381,,,,,
2018-07-26,2837.43994140625,-0.3032296024287562,0.3032296024287562,,,,,
2018-07-27,2818.82006835938,-0.6562208692121874,0.6562208692121874,,,,,
2018-07-30,2802.60009765625,-0.5754170294583694,0.5754170294583694,,,,,
2018-07-31,2816.2900390625,0.4884728797982518,0.4884728797982518,,,,,
2018-08-01,2813.36010742188,-0.10403515262921159,0.10403515262921159,,,,,
2018-08-02,2827.21997070312,0.4926444803378116,0.4926444803378116,,,,,
2018-08-03,2840.35009765625,0.46441830098788994,0.46441830098788994,,,,,
2018-08-06,2850.39990234375,0.3538227451535869,0.3538227451535869,,,,,
2018-08-07,2858.44995117188,0.2824182256500496,0.2824182256500496,,,,,
2018-08-08,2857.69995117188,-0.02623799656497061,0.02623799656497061,,,,,
2018-08-09,2853.580078125,-0.14416744645253665,0.14416744645253665,,,,,
2018-08-10,2833.28002929688,-0.7113887913549832,0.7113887913549832,,,,,
2018-08-13,2821.92993164062,-0.4005992185345919,0.4005992185345919,,,,,
2018-08-14,2839.9599609375,0.6389254777278586,0.6389254777278586,,,,,
2018-08-15,2818.3701171875,-0.7602164835758152,0.7602164835758152,,,,,
2018-08-16,2840.68994140625,0.7919408484583057,0.7919408484583057,,,,,
2018-08-17,2850.1298828125,0.33231157222237684,0.33231157222237684,,,,,
2018-08-20,2857.05004882812,0.24280177746816012,0.24280177746816012,,,,,
2018-08-21,2862.9599609375,0.20685364303660858,0.20685364303660858,,,,,
2018-08-22,2861.82006835938,-0.039815177078017516,0.039815177078017516,,,,,
2018-08-23,2856.97998046875,-0.16912621251568005,0.16912621251568005,,,,,
2018-08-24,2874.68994140625,0.6198839704363079,0.6198839704363079,,,,,
2018-08-27,2896.73999023438,0.7670409427648961,0.7670409427648961,,,,,
2018-08-28,2897.52001953125,0.02692783264979237,0.02692783264979237,,,,,
2018-08-29,2914.0400390625,0.5701434129840033,0.5701434129840033,,,,,
2018-08-30,2901.1298828125,-0.4430329054144866,0.4430329054144866,,,,,
2018-08-31,2901.52001953125,0.013447750859452157,0.013447750859452157,,,,,
2018-09-04,2896.71997070312,-0.1654322146950271,0.1654322146950271,,,,,
2018-09-05,2888.60009765625,-0.28031266843163705,0.28031266843163705,,,,,
2018-09-06,2878.05004882812,-0.3652305086013885,0.3652305086013885,,,,,
2018-09-07,2871.67993164062,-0.2213344827027508,0.2213344827027508,,,,,
2018-09-10,2877.1298828125,0.18978268127418652,0.18978268127418652,,,,,
2018-09-11,2887.88989257812,0.3739841510075115,0.3739841510075115,,,,,
2018-09-12,2888.919921875,0.03566719422118947,0.03566719422118947,,,,,
2018-09-13,2904.17993164062,0.528225432974816,0.528225432974816,,,,,
2018-09-14,2904.97998046875,0.027548183892234235,0.027548183892234235,,,,,
2018-09-17,2888.80004882812,-0.5569722252619203,0.5569722252619203,,,,,
2018-09-18,2904.31005859375,0.536901464395978,0.536901464395978,,,,,
2018-09-19,2907.94995117188,0.12532727238814267,0.12532727238814267,,,,,
2018-09-20,2930.75,0.7840591898403027,0.7840591898403027,,,,,
2018-09-21,2929.669921875,-0.03685330120276609,0.03685330120276609,,,,,
2018-09-24,2919.3701171875,-0.35156877607932513,0.35156877607932513,,,,,
2018-09-25,2915.56005859375,-0.13050961134796202,0.13050961134796202,,,,,
2018-09-26,2905.96997070312,-0.32892781139468585,0.32892781139468585,,,,,
2018-09-27,2914.0,0.2763287087559574,0.2763287087559574,,,,,
2018-09-28,2913.97998046875,-0.0006870120538793323,0.0006870120538793323,,,,,
2018-10-01,2924.59008789062,0.36411051184239707,0.36411051184239707,,,,,
2018-10-02,2923.42993164062,-0.03966902079042267,0.03966902079042267,,,,,
2018-10-03,2925.51000976562,0.07115197468861023,0.07115197468861023,,,,,
2018-10-04,2901.61010742188,-0.8169482334348555,0.8169482334348555,,,,,
2018-10-05,2885.57006835938,-0.5527978766503461,0.5527978766503461,,,,,
2018-10-08,2884.42993164062,-0.03951166292102126,0.03951166292102126,,,,,
2018-10-09,2880.34008789062,-0.14179036575431292,0.14179036575431292,,,,,
2018-10-10,2785.67993164062,-3.28642290012785,3.28642290012785,,,,,
2018-10-11,2728.3701171875,-2.0573007617342265,2.0573007617342265,,,,,
2018-10-12,2767.1298828125,1.4206197825152422,1.4206197825152422,,,,,
2018-10-15,2750.7900390625,-0.5904978964482943,0.5904978964482943,,,,,
2018-10-16,2809.919921875,2.149560016316343,2.149560016316343,,,,,
2018-10-17,2809.2099609375,-0.025266233815879335,0.025266233815879335,,,,,
2018-10-18,2768.78002929688,-1.4391922356393638,1.4391922356393638,,,,,
2018-10-19,2767.78002929688,-0.03611698977235012,0.03611698977235012,,,,,
